fiveTuple,srcIP,dstIP,protocol,srcPort,dstPort,flowDuration,flowLength,fwdFlowLength,bwdFlowLength,packetSizeTotal,packetSizeMean,packetSizeStd,packetSizeMin,packetSizeMax,fwdPacketSizeTotal,bwdPacketSizeTotal,fwdPacketSizeMean,bwdPacketSizeMean,fwdPacketSizeStd,bwdPacketSizeStd,fwdPacketSizeMin,bwdPacketSizeMin,fwdPacketSizeMax,bwdPacketSizeMax,IATMean,IATStd,IATMin,IATMax,fwdIATTotal,bwdIATTotal,fwdIATMean,bwdIATMean,fwdIATStd,bwdIATStd,fwdIATMin,bwdIATMin,fwdIATMax,bwdIATMax,Type
198.199.96.210--138.68.177.159--TCP--38792--8080(http-alt),138.68.177.159,198.199.96.210,TCP,8080(http-alt),38792,6439342000.0,50.0,0.0,50.0,8750.0,175.0,0.0,175.0,175.0,0.0,8750.0,175.0,175.0,0.0,0.0,0.0,175.0,0.0,175.0,131415000.0,2480000.0,129564000.0,143476000.0,0.0,6439342000.0,0.0,131415000.0,0.0,2480000.0,0.0,129564000.0,0.0,143476000.0,Malicious
138.68.177.159--198.199.96.210--TCP--8080(http-alt)--55376,198.199.96.210,138.68.177.159,TCP,55376,8080(http-alt),1545790000.0,27.0,0.0,27.0,5377.0,199.148148,160.59835,66.0,399.0,0.0,5377.0,199.148148,199.148148,0.0,160.59835,0.0,66.0,0.0,399.0,59453000.0,61349000.0,880000.0,135112000.0,0.0,1545790000.0,0.0,59453000.0,0.0,61349000.0,0.0,880000.0,0.0,135112000.0,Malicious
138.68.177.159--198.199.96.210--TCP--8080(http-alt)--55066,198.199.96.210,138.68.177.159,TCP,55066,8080(http-alt),3899099000.0,83.0,0.0,83.0,15260.0,183.855422,156.664336,66.0,408.0,0.0,15260.0,183.855422,183.855422,0.0,156.664336,0.0,66.0,0.0,408.0,47549000.0,62141000.0,4000.0,143756000.0,0.0,3899099000.0,0.0,47549000.0,0.0,62141000.0,0.0,4000.0,0.0,143756000.0,Malicious
198.199.96.210--138.68.177.159--TCP--58944--8080(http-alt),138.68.177.159,198.199.96.210,TCP,8080(http-alt),58944,391527000.0,19.0,0.0,19.0,45987.0,2420.368421,1029.890501,66.0,2962.0,0.0,45987.0,2420.368421,2420.368421,0.0,1029.890501,0.0,66.0,0.0,2962.0,21751000.0,41029000.0,1000.0,132102000.0,0.0,391527000.0,0.0,21751000.0,0.0,41029000.0,0.0,1000.0,0.0,132102000.0,Malicious
138.68.177.159--198.199.96.210--TCP--8080(http-alt)--36876,198.199.96.210,138.68.177.159,TCP,36876,8080(http-alt),4595557000.0,83.0,0.0,83.0,16595.0,199.939759,160.811747,66.0,402.0,0.0,16595.0,199.939759,199.939759,0.0,160.811747,0.0,66.0,0.0,402.0,56043000.0,64285000.0,6000.0,148761000.0,0.0,4595557000.0,0.0,56043000.0,0.0,64285000.0,0.0,6000.0,0.0,148761000.0,Malicious
198.199.96.210--138.68.177.159--TCP--38724--8080(http-alt),138.68.177.159,198.199.96.210,TCP,8080(http-alt),38724,6448086000.0,50.0,0.0,50.0,8750.0,175.0,0.0,175.0,175.0,0.0,8750.0,175.0,175.0,0.0,0.0,0.0,175.0,0.0,175.0,131593000.0,3341000.0,129759000.0,148591000.0,0.0,6448086000.0,0.0,131593000.0,0.0,3341000.0,0.0,129759000.0,0.0,148591000.0,Malicious
198.199.96.210--138.68.177.159--TCP--55606--8080(http-alt),138.68.177.159,198.199.96.210,TCP,8080(http-alt),55606,915612000.0,83.0,0.0,83.0,203374.0,2450.289157,1019.450319,66.0,2962.0,0.0,203374.0,2450.289157,2450.289157,0.0,1019.450319,0.0,66.0,0.0,2962.0,11166000.0,33912000.0,1000.0,132401000.0,0.0,915612000.0,0.0,11166000.0,0.0,33912000.0,0.0,1000.0,0.0,132401000.0,Malicious
138.68.177.159--198.199.96.210--TCP--8080(http-alt)--40182,198.199.96.210,138.68.177.159,TCP,40182,8080(http-alt),1219497000.0,25.0,0.0,25.0,4606.0,184.24,157.703083,66.0,412.0,0.0,4606.0,184.24,184.24,0.0,157.703083,0.0,66.0,0.0,412.0,50812000.0,62390000.0,9000.0,137791000.0,0.0,1219497000.0,0.0,50812000.0,0.0,62390000.0,0.0,9000.0,0.0,137791000.0,Malicious
198.199.96.210--138.68.177.159--TCP--58870--8080(http-alt),138.68.177.159,198.199.96.210,TCP,8080(http-alt),58870,933733000.0,83.0,0.0,83.0,193386.0,2329.951807,1118.803512,66.0,2962.0,0.0,193386.0,2329.951807,2329.951807,0.0,1118.803512,0.0,66.0,0.0,2962.0,11386000.0,34648000.0,1000.0,140414000.0,0.0,933733000.0,0.0,11386000.0,0.0,34648000.0,0.0,1000.0,0.0,140414000.0,Malicious
198.199.96.210--138.68.177.159--TCP--58658--8080(http-alt),138.68.177.159,198.199.96.210,TCP,8080(http-alt),58658,544939000.0,83.0,0.0,83.0,193066.0,2326.096386,1129.907914,103.0,2962.0,0.0,193066.0,2326.096386,2326.096386,0.0,1129.907914,0.0,103.0,0.0,2962.0,6645000.0,29332000.0,2000.0,147693000.0,0.0,544939000.0,0.0,6645000.0,0.0,29332000.0,0.0,2000.0,0.0,147693000.0,Malicious
138.68.177.159--198.199.96.210--TCP--8080(http-alt)--43138,198.199.96.210,138.68.177.159,TCP,43138,8080(http-alt),4302005000.0,83.0,0.0,83.0,15997.0,192.73494,160.001889,66.0,401.0,0.0,15997.0,192.73494,192.73494,0.0,160.001889,0.0,66.0,0.0,401.0,52463000.0,63605000.0,6000.0,146644000.0,0.0,4302005000.0,0.0,52463000.0,0.0,63605000.0,0.0,6000.0,0.0,146644000.0,Malicious
198.199.96.210--138.68.177.159--TCP--38222--8080(http-alt),138.68.177.159,198.199.96.210,TCP,8080(http-alt),38222,537561000.0,83.0,0.0,83.0,193066.0,2326.096386,1129.907914,103.0,2962.0,0.0,193066.0,2326.096386,2326.096386,0.0,1129.907914,0.0,103.0,0.0,2962.0,6555000.0,28832000.0,2000.0,137392000.0,0.0,537561000.0,0.0,6555000.0,0.0,28832000.0,0.0,2000.0,0.0,137392000.0,Malicious
138.68.177.159--198.199.96.210--TCP--8080(http-alt)--50066,198.199.96.210,138.68.177.159,TCP,50066,8080(http-alt),4029144000.0,83.0,0.0,83.0,15284.0,184.144578,157.036879,66.0,399.0,0.0,15284.0,184.144578,184.144578,0.0,157.036879,0.0,66.0,0.0,399.0,49135000.0,62691000.0,3000.0,136337000.0,0.0,4029144000.0,0.0,49135000.0,0.0,62691000.0,0.0,3000.0,0.0,136337000.0,Malicious
138.68.177.159--198.199.96.210--TCP--8080(http-alt)--38292,198.199.96.210,138.68.177.159,TCP,38292,8080(http-alt),3040352000.0,83.0,0.0,83.0,12336.0,148.626506,141.763481,66.0,403.0,0.0,12336.0,148.626506,148.626506,0.0,141.763481,0.0,66.0,0.0,403.0,37077000.0,57453000.0,3000.0,136062000.0,0.0,3040352000.0,0.0,37077000.0,0.0,57453000.0,0.0,3000.0,0.0,136062000.0,Malicious
138.68.177.159--198.199.96.210--TCP--8080(http-alt)--40386,198.199.96.210,138.68.177.159,TCP,40386,8080(http-alt),3711707000.0,83.0,0.0,83.0,14648.0,176.481928,154.860323,66.0,408.0,0.0,14648.0,176.481928,176.481928,0.0,154.860323,0.0,66.0,0.0,408.0,45264000.0,61409000.0,3000.0,133561000.0,0.0,3711707000.0,0.0,45264000.0,0.0,61409000.0,0.0,3000.0,0.0,133561000.0,Malicious
138.68.177.159--198.199.96.210--TCP--8080(http-alt)--58650,198.199.96.210,138.68.177.159,TCP,58650,8080(http-alt),3231285000.0,70.0,0.0,70.0,12471.0,178.157143,155.284406,66.0,400.0,0.0,12471.0,178.157143,178.157143,0.0,155.284406,0.0,66.0,0.0,400.0,46830000.0,62045000.0,3000.0,143315000.0,0.0,3231285000.0,0.0,46830000.0,0.0,62045000.0,0.0,3000.0,0.0,143315000.0,Malicious
198.199.96.210--138.68.177.159--TCP--38328--8080(http-alt),138.68.177.159,198.199.96.210,TCP,8080(http-alt),38328,924400000.0,83.0,0.0,83.0,193074.0,2326.192771,1125.857408,66.0,2962.0,0.0,193074.0,2326.192771,2326.192771,0.0,1125.857408,0.0,66.0,0.0,2962.0,11273000.0,34175000.0,1000.0,136064000.0,0.0,924400000.0,0.0,11273000.0,0.0,34175000.0,0.0,1000.0,0.0,136064000.0,Malicious
138.68.177.159--198.199.96.210--TCP--8080(http-alt)--58648,198.199.96.210,138.68.177.159,TCP,58648,8080(http-alt),3106530000.0,70.0,0.0,70.0,12141.0,173.442857,153.597864,66.0,400.0,0.0,12141.0,173.442857,173.442857,0.0,153.597864,0.0,66.0,0.0,400.0,45022000.0,61151000.0,4000.0,141824000.0,0.0,3106530000.0,0.0,45022000.0,0.0,61151000.0,0.0,4000.0,0.0,141824000.0,Malicious
138.68.177.159--198.199.96.210--TCP--8080(http-alt)--58658,198.199.96.210,138.68.177.159,TCP,58658,8080(http-alt),3742305000.0,68.0,0.0,68.0,13645.0,200.661765,160.961688,66.0,400.0,0.0,13645.0,200.661765,200.661765,0.0,160.961688,0.0,66.0,0.0,400.0,55855000.0,63861000.0,3000.0,142695000.0,0.0,3742305000.0,0.0,55855000.0,0.0,63861000.0,0.0,3000.0,0.0,142695000.0,Malicious
198.199.96.210--138.68.177.159--TCP--58900--8080(http-alt),138.68.177.159,198.199.96.210,TCP,8080(http-alt),58900,919033000.0,83.0,0.0,83.0,193386.0,2329.951807,1118.803512,66.0,2962.0,0.0,193386.0,2329.951807,2329.951807,0.0,1118.803512,0.0,66.0,0.0,2962.0,11207000.0,34227000.0,1000.0,134333000.0,0.0,919033000.0,0.0,11207000.0,0.0,34227000.0,0.0,1000.0,0.0,134333000.0,Malicious
198.199.96.210--138.68.177.159--TCP--55064--8080(http-alt),138.68.177.159,198.199.96.210,TCP,8080(http-alt),55064,531108000.0,83.0,0.0,83.0,193066.0,2326.096386,1129.907914,103.0,2962.0,0.0,193066.0,2326.096386,2326.096386,0.0,1129.907914,0.0,103.0,0.0,2962.0,6476000.0,28547000.0,4000.0,134437000.0,0.0,531108000.0,0.0,6476000.0,0.0,28547000.0,0.0,4000.0,0.0,134437000.0,Malicious
138.68.177.159--198.199.96.210--TCP--8080(http-alt)--55358,198.199.96.210,138.68.177.159,TCP,55358,8080(http-alt),681309000.0,16.0,0.0,16.0,2680.0,167.5,150.554807,66.0,393.0,0.0,2680.0,167.5,167.5,0.0,150.554807,0.0,66.0,0.0,393.0,45420000.0,59494000.0,77000.0,131724000.0,0.0,681309000.0,0.0,45420000.0,0.0,59494000.0,0.0,77000.0,0.0,131724000.0,Malicious
198.199.96.210--138.68.177.159--TCP--38028--8080(http-alt),138.68.177.159,198.199.96.210,TCP,8080(http-alt),38028,398395000.0,62.0,0.0,62.0,138286.0,2230.419355,1192.237197,66.0,2962.0,0.0,138286.0,2230.419355,2230.419355,0.0,1192.237197,0.0,66.0,0.0,2962.0,6531000.0,28641000.0,6000.0,133387000.0,0.0,398395000.0,0.0,6531000.0,0.0,28641000.0,0.0,6000.0,0.0,133387000.0,Malicious
138.68.177.159--198.199.96.210--TCP--8080(http-alt)--40430,198.199.96.210,138.68.177.159,TCP,40430,8080(http-alt),3364002000.0,83.0,0.0,83.0,12365.0,148.975904,142.373171,66.0,408.0,0.0,12365.0,148.975904,148.975904,0.0,142.373171,0.0,66.0,0.0,408.0,41024000.0,58939000.0,4000.0,136551000.0,0.0,3364002000.0,0.0,41024000.0,0.0,58939000.0,0.0,4000.0,0.0,136551000.0,Malicious
198.199.96.210--138.68.177.159--TCP--38076--8080(http-alt),138.68.177.159,198.199.96.210,TCP,8080(http-alt),38076,535647000.0,83.0,0.0,83.0,193066.0,2326.096386,1129.907914,103.0,2962.0,0.0,193066.0,2326.096386,2326.096386,0.0,1129.907914,0.0,103.0,0.0,2962.0,6532000.0,28782000.0,1000.0,135049000.0,0.0,535647000.0,0.0,6532000.0,0.0,28782000.0,0.0,1000.0,0.0,135049000.0,Malicious
138.68.177.159--198.199.96.210--TCP--8080(http-alt)--50048,198.199.96.210,138.68.177.159,TCP,50048,8080(http-alt),4022205000.0,83.0,0.0,83.0,15279.0,184.084337,156.95669,66.0,396.0,0.0,15279.0,184.084337,184.084337,0.0,156.95669,0.0,66.0,0.0,396.0,49051000.0,62237000.0,4000.0,135683000.0,0.0,4022205000.0,0.0,49051000.0,0.0,62237000.0,0.0,4000.0,0.0,135683000.0,Malicious
198.199.96.210--138.68.177.159--TCP--58904--8080(http-alt),138.68.177.159,198.199.96.210,TCP,8080(http-alt),58904,919783000.0,83.0,0.0,83.0,193386.0,2329.951807,1118.803512,66.0,2962.0,0.0,193386.0,2329.951807,2329.951807,0.0,1118.803512,0.0,66.0,0.0,2962.0,11216000.0,34090000.0,2000.0,133943000.0,0.0,919783000.0,0.0,11216000.0,0.0,34090000.0,0.0,2000.0,0.0,133943000.0,Malicious
138.68.177.159--198.199.96.210--TCP--8080(http-alt)--5286,198.199.96.210,138.68.177.159,TCP,5286,8080(http-alt),3880450000.0,83.0,0.0,83.0,15313.0,184.493976,157.503978,66.0,398.0,0.0,15313.0,184.493976,184.493976,0.0,157.503978,0.0,66.0,0.0,398.0,47322000.0,62293000.0,4000.0,148979000.0,0.0,3880450000.0,0.0,47322000.0,0.0,62293000.0,0.0,4000.0,0.0,148979000.0,Malicious
138.68.177.159--198.199.96.210--TCP--8080(http-alt)--37038,198.199.96.210,138.68.177.159,TCP,37038,8080(http-alt),3314954000.0,83.0,0.0,83.0,12998.0,156.60241,146.129167,66.0,398.0,0.0,12998.0,156.60241,156.60241,0.0,146.129167,0.0,66.0,0.0,398.0,40426000.0,58896000.0,10000.0,132983000.0,0.0,3314954000.0,0.0,40426000.0,0.0,58896000.0,0.0,10000.0,0.0,132983000.0,Malicious
198.199.96.210--138.68.177.159--TCP--38774--8080(http-alt),138.68.177.159,198.199.96.210,TCP,8080(http-alt),38774,6440646000.0,50.0,0.0,50.0,8750.0,175.0,0.0,175.0,175.0,0.0,8750.0,175.0,175.0,0.0,0.0,0.0,175.0,0.0,175.0,131441000.0,3012000.0,129650000.0,145220000.0,0.0,6440646000.0,0.0,131441000.0,0.0,3012000.0,0.0,129650000.0,0.0,145220000.0,Malicious
138.68.177.159--198.199.96.210--TCP--8080(http-alt)--38796,198.199.96.210,138.68.177.159,TCP,38796,8080(http-alt),6437885000.0,51.0,0.0,51.0,17873.0,350.45098,40.760089,66.0,373.0,0.0,17873.0,350.45098,350.45098,0.0,40.760089,0.0,66.0,0.0,373.0,128757000.0,3684000.0,50000.0,144971000.0,0.0,6437885000.0,0.0,128757000.0,0.0,3684000.0,0.0,50000.0,0.0,144971000.0,Malicious
198.199.96.210--138.68.177.159--TCP--38776--8080(http-alt),138.68.177.159,198.199.96.210,TCP,8080(http-alt),38776,6445450000.0,50.0,0.0,50.0,8750.0,175.0,0.0,175.0,175.0,0.0,8750.0,175.0,175.0,0.0,0.0,0.0,175.0,0.0,175.0,131539000.0,3267000.0,129741000.0,148622000.0,0.0,6445450000.0,0.0,131539000.0,0.0,3267000.0,0.0,129741000.0,0.0,148622000.0,Malicious
138.68.177.159--198.199.96.210--TCP--8080(http-alt)--55606,198.199.96.210,138.68.177.159,TCP,55606,8080(http-alt),2864134000.0,83.0,0.0,83.0,10725.0,129.216867,129.128501,66.0,398.0,0.0,10725.0,129.216867,129.216867,0.0,129.128501,0.0,66.0,0.0,398.0,34928000.0,55433000.0,3000.0,138746000.0,0.0,2864134000.0,0.0,34928000.0,0.0,55433000.0,0.0,3000.0,0.0,138746000.0,Malicious
198.199.96.210--138.68.177.159--TCP--55618--8080(http-alt),138.68.177.159,198.199.96.210,TCP,8080(http-alt),55618,804084000.0,83.0,0.0,83.0,203374.0,2450.289157,1019.450319,66.0,2962.0,0.0,203374.0,2450.289157,2450.289157,0.0,1019.450319,0.0,66.0,0.0,2962.0,9805000.0,32067000.0,3000.0,139472000.0,0.0,804084000.0,0.0,9805000.0,0.0,32067000.0,0.0,3000.0,0.0,139472000.0,Malicious
198.199.96.210--138.68.177.159--TCP--50062--8080(http-alt),138.68.177.159,198.199.96.210,TCP,8080(http-alt),50062,546257000.0,83.0,0.0,83.0,193066.0,2326.096386,1129.907914,103.0,2962.0,0.0,193066.0,2326.096386,2326.096386,0.0,1129.907914,0.0,103.0,0.0,2962.0,6661000.0,29384000.0,1000.0,144600000.0,0.0,546257000.0,0.0,6661000.0,0.0,29384000.0,0.0,1000.0,0.0,144600000.0,Malicious
198.199.96.210--138.68.177.159--TCP--5286--8080(http-alt),138.68.177.159,198.199.96.210,TCP,8080(http-alt),5286,537894000.0,83.0,0.0,83.0,195182.0,2351.590361,1078.55842,378.0,2962.0,0.0,195182.0,2351.590361,2351.590361,0.0,1078.55842,0.0,378.0,0.0,2962.0,6559000.0,28910000.0,2000.0,135700000.0,0.0,537894000.0,0.0,6559000.0,0.0,28910000.0,0.0,2000.0,0.0,135700000.0,Malicious
138.68.177.159--198.199.96.210--TCP--8080(http-alt)--5288,198.199.96.210,138.68.177.159,TCP,5288,8080(http-alt),3229286000.0,83.0,0.0,83.0,12329.0,148.542169,141.616596,66.0,396.0,0.0,12329.0,148.542169,148.542169,0.0,141.616596,0.0,66.0,0.0,396.0,39381000.0,58501000.0,3000.0,141614000.0,0.0,3229286000.0,0.0,39381000.0,0.0,58501000.0,0.0,3000.0,0.0,141614000.0,Malicious
198.199.96.210--138.68.177.159--TCP--37120--8080(http-alt),138.68.177.159,198.199.96.210,TCP,8080(http-alt),37120,807226000.0,83.0,0.0,83.0,195190.0,2351.686747,1075.57292,66.0,2962.0,0.0,195190.0,2351.686747,2351.686747,0.0,1075.57292,0.0,66.0,0.0,2962.0,9844000.0,32261000.0,2000.0,136713000.0,0.0,807226000.0,0.0,9844000.0,0.0,32261000.0,0.0,2000.0,0.0,136713000.0,Malicious
198.199.96.210--138.68.177.159--TCP--58664--8080(http-alt),138.68.177.159,198.199.96.210,TCP,8080(http-alt),58664,535260000.0,83.0,0.0,83.0,193066.0,2326.096386,1129.907914,103.0,2962.0,0.0,193066.0,2326.096386,2326.096386,0.0,1129.907914,0.0,103.0,0.0,2962.0,6527000.0,28760000.0,2000.0,135187000.0,0.0,535260000.0,0.0,6527000.0,0.0,28760000.0,0.0,2000.0,0.0,135187000.0,Malicious
138.68.177.159--198.199.96.210--TCP--8080(http-alt)--38794,198.199.96.210,138.68.177.159,TCP,38794,8080(http-alt),6436448000.0,50.0,0.0,50.0,17691.0,353.82,3.247707,348.0,367.0,0.0,17691.0,353.82,353.82,0.0,3.247707,0.0,348.0,0.0,367.0,131356000.0,2618000.0,129546000.0,145113000.0,0.0,6436448000.0,0.0,131356000.0,0.0,2618000.0,0.0,129546000.0,0.0,145113000.0,Malicious
138.68.177.159--198.199.96.210--TCP--8080(http-alt)--38076,198.199.96.210,138.68.177.159,TCP,38076,8080(http-alt),2811729000.0,57.0,0.0,57.0,10613.0,186.192982,157.380134,66.0,402.0,0.0,10613.0,186.192982,186.192982,0.0,157.380134,0.0,66.0,0.0,402.0,50209000.0,62369000.0,7000.0,134058000.0,0.0,2811729000.0,0.0,50209000.0,0.0,62369000.0,0.0,7000.0,0.0,134058000.0,Malicious
138.68.177.159--198.199.96.210--TCP--8080(http-alt)--40440,198.199.96.210,138.68.177.159,TCP,40440,8080(http-alt),2862325000.0,83.0,0.0,83.0,10705.0,128.975904,128.632846,66.0,396.0,0.0,10705.0,128.975904,128.975904,0.0,128.632846,0.0,66.0,0.0,396.0,34906000.0,56080000.0,3000.0,152582000.0,0.0,2862325000.0,0.0,34906000.0,0.0,56080000.0,0.0,3000.0,0.0,152582000.0,Malicious
198.199.96.210--138.68.177.159--TCP--50052--8080(http-alt),138.68.177.159,198.199.96.210,TCP,8080(http-alt),50052,538046000.0,83.0,0.0,83.0,193066.0,2326.096386,1129.907914,103.0,2962.0,0.0,193066.0,2326.096386,2326.096386,0.0,1129.907914,0.0,103.0,0.0,2962.0,6561000.0,28898000.0,3000.0,135709000.0,0.0,538046000.0,0.0,6561000.0,0.0,28898000.0,0.0,3000.0,0.0,135709000.0,Malicious
138.68.177.159--198.199.96.210--TCP--8080(http-alt)--38212,198.199.96.210,138.68.177.159,TCP,38212,8080(http-alt),4275752000.0,83.0,0.0,83.0,15931.0,191.939759,158.999079,66.0,402.0,0.0,15931.0,191.939759,191.939759,0.0,158.999079,0.0,66.0,0.0,402.0,52143000.0,63287000.0,3000.0,146214000.0,0.0,4275752000.0,0.0,52143000.0,0.0,63287000.0,0.0,3000.0,0.0,146214000.0,Malicious
138.68.177.159--198.199.96.210--TCP--8080(http-alt)--40212,198.199.96.210,138.68.177.159,TCP,40212,8080(http-alt),3250147000.0,63.0,0.0,63.0,12015.0,190.714286,159.009177,66.0,413.0,0.0,12015.0,190.714286,190.714286,0.0,159.009177,0.0,66.0,0.0,413.0,52421000.0,63146000.0,12000.0,137885000.0,0.0,3250147000.0,0.0,52421000.0,0.0,63146000.0,0.0,12000.0,0.0,137885000.0,Malicious
138.68.177.159--198.199.96.210--TCP--8080(http-alt)--58644,198.199.96.210,138.68.177.159,TCP,58644,8080(http-alt),2972651000.0,56.0,0.0,56.0,10881.0,194.303571,159.512306,66.0,399.0,0.0,10881.0,194.303571,194.303571,0.0,159.512306,0.0,66.0,0.0,399.0,54048000.0,63273000.0,21000.0,140551000.0,0.0,2972651000.0,0.0,54048000.0,0.0,63273000.0,0.0,21000.0,0.0,140551000.0,Malicious
198.199.96.210--138.68.177.159--TCP--55100--8080(http-alt),138.68.177.159,198.199.96.210,TCP,8080(http-alt),55100,528053000.0,83.0,0.0,83.0,193066.0,2326.096386,1129.907914,103.0,2962.0,0.0,193066.0,2326.096386,2326.096386,0.0,1129.907914,0.0,103.0,0.0,2962.0,6439000.0,28365000.0,1000.0,133609000.0,0.0,528053000.0,0.0,6439000.0,0.0,28365000.0,0.0,1000.0,0.0,133609000.0,Malicious
198.199.96.210--138.68.177.159--TCP--58912--8080(http-alt),138.68.177.159,198.199.96.210,TCP,8080(http-alt),58912,966805000.0,83.0,0.0,83.0,193074.0,2326.192771,1125.857408,66.0,2962.0,0.0,193074.0,2326.192771,2326.192771,0.0,1125.857408,0.0,66.0,0.0,2962.0,11790000.0,36345000.0,1000.0,155463000.0,0.0,966805000.0,0.0,11790000.0,0.0,36345000.0,0.0,1000.0,0.0,155463000.0,Malicious
198.199.96.210--138.68.177.159--TCP--40212--8080(http-alt),138.68.177.159,198.199.96.210,TCP,8080(http-alt),40212,537718000.0,83.0,0.0,83.0,193066.0,2326.096386,1129.907914,103.0,2962.0,0.0,193066.0,2326.096386,2326.096386,0.0,1129.907914,0.0,103.0,0.0,2962.0,6557000.0,28854000.0,2000.0,134257000.0,0.0,537718000.0,0.0,6557000.0,0.0,28854000.0,0.0,2000.0,0.0,134257000.0,Malicious
138.68.177.159--198.199.96.210--TCP--8080(http-alt)--50072,198.199.96.210,138.68.177.159,TCP,50072,8080(http-alt),4029340000.0,83.0,0.0,83.0,15267.0,183.939759,156.765987,66.0,398.0,0.0,15267.0,183.939759,183.939759,0.0,156.765987,0.0,66.0,0.0,398.0,49138000.0,62766000.0,4000.0,136447000.0,0.0,4029340000.0,0.0,49138000.0,0.0,62766000.0,0.0,4000.0,0.0,136447000.0,Malicious
198.199.96.210--138.68.177.159--TCP--43096--8080(http-alt),138.68.177.159,198.199.96.210,TCP,8080(http-alt),43096,527101000.0,83.0,0.0,83.0,193066.0,2326.096386,1129.907914,103.0,2962.0,0.0,193066.0,2326.096386,2326.096386,0.0,1129.907914,0.0,103.0,0.0,2962.0,6428000.0,28338000.0,4000.0,132354000.0,0.0,527101000.0,0.0,6428000.0,0.0,28338000.0,0.0,4000.0,0.0,132354000.0,Malicious
138.68.177.159--198.199.96.210--TCP--8080(http-alt)--38188,198.199.96.210,138.68.177.159,TCP,38188,8080(http-alt),3862350000.0,83.0,0.0,83.0,14952.0,180.144578,155.768915,66.0,402.0,0.0,14952.0,180.144578,180.144578,0.0,155.768915,0.0,66.0,0.0,402.0,47101000.0,62057000.0,15000.0,135968000.0,0.0,3862350000.0,0.0,47101000.0,0.0,62057000.0,0.0,15000.0,0.0,135968000.0,Malicious
198.199.96.210--138.68.177.159--TCP--55612--8080(http-alt),138.68.177.159,198.199.96.210,TCP,8080(http-alt),55612,796002000.0,83.0,0.0,83.0,203374.0,2450.289157,1019.450319,66.0,2962.0,0.0,203374.0,2450.289157,2450.289157,0.0,1019.450319,0.0,66.0,0.0,2962.0,9707000.0,31565000.0,6000.0,135017000.0,0.0,796002000.0,0.0,9707000.0,0.0,31565000.0,0.0,6000.0,0.0,135017000.0,Malicious
138.68.177.159--198.199.96.210--TCP--8080(http-alt)--50068,198.199.96.210,138.68.177.159,TCP,50068,8080(http-alt),3853725000.0,83.0,0.0,83.0,14929.0,179.86747,155.387954,66.0,398.0,0.0,14929.0,179.86747,179.86747,0.0,155.387954,0.0,66.0,0.0,398.0,46996000.0,61669000.0,10000.0,133368000.0,0.0,3853725000.0,0.0,46996000.0,0.0,61669000.0,0.0,10000.0,0.0,133368000.0,Malicious
198.199.96.210--138.68.177.159--TCP--50064--8080(http-alt),138.68.177.159,198.199.96.210,TCP,8080(http-alt),50064,546086000.0,83.0,0.0,83.0,193066.0,2326.096386,1129.907914,103.0,2962.0,0.0,193066.0,2326.096386,2326.096386,0.0,1129.907914,0.0,103.0,0.0,2962.0,6659000.0,29364000.0,1000.0,144612000.0,0.0,546086000.0,0.0,6659000.0,0.0,29364000.0,0.0,1000.0,0.0,144612000.0,Malicious
198.199.96.210--138.68.177.159--TCP--37122--8080(http-alt),138.68.177.159,198.199.96.210,TCP,8080(http-alt),37122,807523000.0,83.0,0.0,83.0,192294.0,2316.795181,1101.860286,66.0,2962.0,0.0,192294.0,2316.795181,2316.795181,0.0,1101.860286,0.0,66.0,0.0,2962.0,9847000.0,31838000.0,5000.0,143915000.0,0.0,807523000.0,0.0,9847000.0,0.0,31838000.0,0.0,5000.0,0.0,143915000.0,Malicious
198.199.96.210--138.68.177.159--TCP--55622--8080(http-alt),138.68.177.159,198.199.96.210,TCP,8080(http-alt),55622,658349000.0,83.0,0.0,83.0,203062.0,2446.53012,1026.690136,66.0,2962.0,0.0,203062.0,2446.53012,2446.53012,0.0,1026.690136,0.0,66.0,0.0,2962.0,8028000.0,28409000.0,2000.0,136138000.0,0.0,658349000.0,0.0,8028000.0,0.0,28409000.0,0.0,2000.0,0.0,136138000.0,Malicious
138.68.177.159--198.199.96.210--TCP--8080(http-alt)--40238,198.199.96.210,138.68.177.159,TCP,40238,8080(http-alt),3893392000.0,83.0,0.0,83.0,15305.0,184.39759,157.39184,66.0,412.0,0.0,15305.0,184.39759,184.39759,0.0,157.39184,0.0,66.0,0.0,412.0,47480000.0,62240000.0,3000.0,137037000.0,0.0,3893392000.0,0.0,47480000.0,0.0,62240000.0,0.0,3000.0,0.0,137037000.0,Malicious
138.68.177.159--198.199.96.210--TCP--8080(http-alt)--38060,198.199.96.210,138.68.177.159,TCP,38060,8080(http-alt),1456527000.0,32.0,0.0,32.0,5714.0,178.5625,155.542787,66.0,402.0,0.0,5714.0,178.5625,178.5625,0.0,155.542787,0.0,66.0,0.0,402.0,46984000.0,61454000.0,5000.0,132993000.0,0.0,1456527000.0,0.0,46984000.0,0.0,61454000.0,0.0,5000.0,0.0,132993000.0,Malicious
