fiveTuple,srcIP,dstIP,protocol,srcPort,dstPort,flowDuration,flowLength,fwdFlowLength,bwdFlowLength,packetSizeTotal,packetSizeMean,packetSizeStd,packetSizeMin,packetSizeMax,fwdPacketSizeTotal,bwdPacketSizeTotal,fwdPacketSizeMean,bwdPacketSizeMean,fwdPacketSizeStd,bwdPacketSizeStd,fwdPacketSizeMin,bwdPacketSizeMin,fwdPacketSizeMax,bwdPacketSizeMax,IATMean,IATStd,IATMin,IATMax,fwdIATTotal,bwdIATTotal,fwdIATMean,bwdIATMean,fwdIATStd,bwdIATStd,fwdIATMin,bwdIATMin,fwdIATMax,bwdIATMax,Type
198.199.96.210--138.68.177.159--TCP--50072--8080(http-alt),138.68.177.159,198.199.96.210,TCP,8080(http-alt),50072,539582000.0,83.0,0.0,83.0,193066.0,2326.096386,1129.907914,103.0,2962.0,0.0,193066.0,2326.096386,2326.096386,0.0,1129.907914,0.0,103.0,0.0,2962.0,6580000.0,28984000.0,2000.0,135862000.0,0.0,539582000.0,0.0,6580000.0,0.0,28984000.0,0.0,2000.0,0.0,135862000.0,Malicious
138.68.177.159--198.199.96.210--TCP--8080(http-alt)--37106,198.199.96.210,138.68.177.159,TCP,37106,8080(http-alt),2487013000.0,56.0,0.0,56.0,9294.0,165.964286,151.115845,66.0,402.0,0.0,9294.0,165.964286,165.964286,0.0,151.115845,0.0,66.0,0.0,402.0,45218000.0,60991000.0,15000.0,142542000.0,0.0,2487013000.0,0.0,45218000.0,0.0,60991000.0,0.0,15000.0,0.0,142542000.0,Malicious
138.68.177.159--198.199.96.210--TCP--8080(http-alt)--38728,198.199.96.210,138.68.177.159,TCP,38728,8080(http-alt),6439307000.0,50.0,0.0,50.0,17731.0,354.62,5.443859,346.0,374.0,0.0,17731.0,354.62,354.62,0.0,5.443859,0.0,346.0,0.0,374.0,131414000.0,2444000.0,129566000.0,143720000.0,0.0,6439307000.0,0.0,131414000.0,0.0,2444000.0,0.0,129566000.0,0.0,143720000.0,Malicious
198.199.96.210--138.68.177.159--TCP--37038--8080(http-alt),138.68.177.159,198.199.96.210,TCP,8080(http-alt),37038,785117000.0,83.0,0.0,83.0,195190.0,2351.686747,1075.57292,66.0,2962.0,0.0,195190.0,2351.686747,2351.686747,0.0,1075.57292,0.0,66.0,0.0,2962.0,9574000.0,31300000.0,4000.0,131262000.0,0.0,785117000.0,0.0,9574000.0,0.0,31300000.0,0.0,4000.0,0.0,131262000.0,Malicious
198.199.96.210--138.68.177.159--TCP--37106--8080(http-alt),138.68.177.159,198.199.96.210,TCP,8080(http-alt),37106,818652000.0,83.0,0.0,83.0,195190.0,2351.686747,1075.57292,66.0,2962.0,0.0,195190.0,2351.686747,2351.686747,0.0,1075.57292,0.0,66.0,0.0,2962.0,9983000.0,32891000.0,2000.0,150251000.0,0.0,818652000.0,0.0,9983000.0,0.0,32891000.0,0.0,2000.0,0.0,150251000.0,Malicious
198.199.96.210--138.68.177.159--TCP--55634--8080(http-alt),138.68.177.159,198.199.96.210,TCP,8080(http-alt),55634,796608000.0,83.0,0.0,83.0,203062.0,2446.53012,1026.690136,66.0,2962.0,0.0,203062.0,2446.53012,2446.53012,0.0,1026.690136,0.0,66.0,0.0,2962.0,9714000.0,31900000.0,1000.0,139857000.0,0.0,796608000.0,0.0,9714000.0,0.0,31900000.0,0.0,1000.0,0.0,139857000.0,Malicious
138.68.177.159--198.199.96.210--TCP--8080(http-alt)--58632,198.199.96.210,138.68.177.159,TCP,58632,8080(http-alt),2032976000.0,37.0,0.0,37.0,7348.0,198.594595,160.591383,66.0,399.0,0.0,7348.0,198.594595,198.594595,0.0,160.591383,0.0,66.0,0.0,399.0,56471000.0,63088000.0,240000.0,137078000.0,0.0,2032976000.0,0.0,56471000.0,0.0,63088000.0,0.0,240000.0,0.0,137078000.0,Malicious
198.199.96.210--138.68.177.159--TCP--38060--8080(http-alt),138.68.177.159,198.199.96.210,TCP,8080(http-alt),38060,530733000.0,83.0,0.0,83.0,193066.0,2326.096386,1129.907914,103.0,2962.0,0.0,193066.0,2326.096386,2326.096386,0.0,1129.907914,0.0,103.0,0.0,2962.0,6472000.0,28531000.0,2000.0,135248000.0,0.0,530733000.0,0.0,6472000.0,0.0,28531000.0,0.0,2000.0,0.0,135248000.0,Malicious
198.199.96.210--138.68.177.159--TCP--37118--8080(http-alt),138.68.177.159,198.199.96.210,TCP,8080(http-alt),37118,808870000.0,83.0,0.0,83.0,195190.0,2351.686747,1075.57292,66.0,2962.0,0.0,195190.0,2351.686747,2351.686747,0.0,1075.57292,0.0,66.0,0.0,2962.0,9864000.0,32283000.0,1000.0,137875000.0,0.0,808870000.0,0.0,9864000.0,0.0,32283000.0,0.0,1000.0,0.0,137875000.0,Malicious
198.199.96.210--138.68.177.159--TCP--38292--8080(http-alt),138.68.177.159,198.199.96.210,TCP,8080(http-alt),38292,914098000.0,83.0,0.0,83.0,193386.0,2329.951807,1118.803512,66.0,2962.0,0.0,193386.0,2329.951807,2329.951807,0.0,1118.803512,0.0,66.0,0.0,2962.0,11147000.0,33973000.0,5000.0,131222000.0,0.0,914098000.0,0.0,11147000.0,0.0,33973000.0,0.0,5000.0,0.0,131222000.0,Malicious
198.199.96.210--138.68.177.159--TCP--36860--8080(http-alt),138.68.177.159,198.199.96.210,TCP,8080(http-alt),36860,530858000.0,83.0,0.0,83.0,195182.0,2351.590361,1078.55842,378.0,2962.0,0.0,195182.0,2351.590361,2351.590361,0.0,1078.55842,0.0,378.0,0.0,2962.0,6473000.0,28544000.0,1000.0,133138000.0,0.0,530858000.0,0.0,6473000.0,0.0,28544000.0,0.0,1000.0,0.0,133138000.0,Malicious
198.199.96.210--138.68.177.159--TCP--55358--8080(http-alt),138.68.177.159,198.199.96.210,TCP,8080(http-alt),55358,269545000.0,83.0,0.0,83.0,194054.0,2338.0,1107.520839,322.0,2962.0,0.0,194054.0,2338.0,2338.0,0.0,1107.520839,0.0,322.0,0.0,2962.0,3287000.0,20695000.0,2000.0,134564000.0,0.0,269545000.0,0.0,3287000.0,0.0,20695000.0,0.0,2000.0,0.0,134564000.0,Malicious
198.199.96.210--138.68.177.159--TCP--58618--8080(http-alt),138.68.177.159,198.199.96.210,TCP,8080(http-alt),58618,538266000.0,83.0,0.0,83.0,193066.0,2326.096386,1129.907914,103.0,2962.0,0.0,193066.0,2326.096386,2326.096386,0.0,1129.907914,0.0,103.0,0.0,2962.0,6564000.0,28943000.0,1000.0,136800000.0,0.0,538266000.0,0.0,6564000.0,0.0,28943000.0,0.0,1000.0,0.0,136800000.0,Malicious
138.68.177.159--198.199.96.210--TCP--8080(http-alt)--40240,198.199.96.210,138.68.177.159,TCP,40240,8080(http-alt),3474441000.0,83.0,0.0,83.0,14348.0,172.86747,153.933155,66.0,412.0,0.0,14348.0,172.86747,172.86747,0.0,153.933155,0.0,66.0,0.0,412.0,42371000.0,60389000.0,6000.0,137360000.0,0.0,3474441000.0,0.0,42371000.0,0.0,60389000.0,0.0,6000.0,0.0,137360000.0,Malicious
138.68.177.159--198.199.96.210--TCP--8080(http-alt)--55106,198.199.96.210,138.68.177.159,TCP,55106,8080(http-alt),4012025000.0,83.0,0.0,83.0,15267.0,183.939759,156.776977,66.0,408.0,0.0,15267.0,183.939759,183.939759,0.0,156.776977,0.0,66.0,0.0,408.0,48927000.0,62236000.0,9000.0,134134000.0,0.0,4012025000.0,0.0,48927000.0,0.0,62236000.0,0.0,9000.0,0.0,134134000.0,Malicious
198.199.96.210--138.68.177.159--TCP--55042--8080(http-alt),138.68.177.159,198.199.96.210,TCP,8080(http-alt),55042,537481000.0,83.0,0.0,83.0,193066.0,2326.096386,1129.907914,103.0,2962.0,0.0,193066.0,2326.096386,2326.096386,0.0,1129.907914,0.0,103.0,0.0,2962.0,6554000.0,28890000.0,4000.0,136060000.0,0.0,537481000.0,0.0,6554000.0,0.0,28890000.0,0.0,4000.0,0.0,136060000.0,Malicious
138.68.177.159--198.199.96.210--TCP--8080(http-alt)--58870,198.199.96.210,138.68.177.159,TCP,58870,8080(http-alt),3523417000.0,83.0,0.0,83.0,13332.0,160.626506,148.160342,66.0,400.0,0.0,13332.0,160.626506,160.626506,0.0,148.160342,0.0,66.0,0.0,400.0,42968000.0,60061000.0,3000.0,136214000.0,0.0,3523417000.0,0.0,42968000.0,0.0,60061000.0,0.0,3000.0,0.0,136214000.0,Malicious
198.199.96.210--138.68.177.159--TCP--5287--8080(http-alt),138.68.177.159,198.199.96.210,TCP,8080(http-alt),5287,543559000.0,83.0,0.0,83.0,193066.0,2326.096386,1129.907914,103.0,2962.0,0.0,193066.0,2326.096386,2326.096386,0.0,1129.907914,0.0,103.0,0.0,2962.0,6628000.0,29223000.0,1000.0,136043000.0,0.0,543559000.0,0.0,6628000.0,0.0,29223000.0,0.0,1000.0,0.0,136043000.0,Malicious
198.199.96.210--138.68.177.159--TCP--37104--8080(http-alt),138.68.177.159,198.199.96.210,TCP,8080(http-alt),37104,803075000.0,83.0,0.0,83.0,195190.0,2351.686747,1075.57292,66.0,2962.0,0.0,195190.0,2351.686747,2351.686747,0.0,1075.57292,0.0,66.0,0.0,2962.0,9793000.0,31998000.0,1000.0,139603000.0,0.0,803075000.0,0.0,9793000.0,0.0,31998000.0,0.0,1000.0,0.0,139603000.0,Malicious
198.199.96.210--138.68.177.159--TCP--43138--8080(http-alt),138.68.177.159,198.199.96.210,TCP,8080(http-alt),43138,526045000.0,83.0,0.0,83.0,193066.0,2326.096386,1129.907914,103.0,2962.0,0.0,193066.0,2326.096386,2326.096386,0.0,1129.907914,0.0,103.0,0.0,2962.0,6415000.0,28278000.0,4000.0,131539000.0,0.0,526045000.0,0.0,6415000.0,0.0,28278000.0,0.0,4000.0,0.0,131539000.0,Malicious
138.68.177.159--198.199.96.210--TCP--8080(http-alt)--38770,198.199.96.210,138.68.177.159,TCP,38770,8080(http-alt),6439259000.0,50.0,0.0,50.0,17794.0,355.88,6.417601,347.0,373.0,0.0,17794.0,355.88,355.88,0.0,6.417601,0.0,347.0,0.0,373.0,131413000.0,2439000.0,129605000.0,143576000.0,0.0,6439259000.0,0.0,131413000.0,0.0,2439000.0,0.0,129605000.0,0.0,143576000.0,Malicious
138.68.177.159--198.199.96.210--TCP--8080(http-alt)--50078,198.199.96.210,138.68.177.159,TCP,50078,8080(http-alt),3760443000.0,83.0,0.0,83.0,14636.0,176.337349,154.645828,66.0,398.0,0.0,14636.0,176.337349,176.337349,0.0,154.645828,0.0,66.0,0.0,398.0,45859000.0,61746000.0,4000.0,139448000.0,0.0,3760443000.0,0.0,45859000.0,0.0,61746000.0,0.0,4000.0,0.0,139448000.0,Malicious
138.68.177.159--198.199.96.210--TCP--8080(http-alt)--58618,198.199.96.210,138.68.177.159,TCP,58618,8080(http-alt),1078433000.0,19.0,0.0,19.0,3857.0,203.0,160.652616,66.0,394.0,0.0,3857.0,203.0,203.0,0.0,160.652616,0.0,66.0,0.0,394.0,59912000.0,63486000.0,141000.0,136924000.0,0.0,1078433000.0,0.0,59912000.0,0.0,63486000.0,0.0,141000.0,0.0,136924000.0,Malicious
198.199.96.210--138.68.177.159--TCP--55086--8080(http-alt),138.68.177.159,198.199.96.210,TCP,8080(http-alt),55086,527272000.0,83.0,0.0,83.0,193066.0,2326.096386,1129.907914,103.0,2962.0,0.0,193066.0,2326.096386,2326.096386,0.0,1129.907914,0.0,103.0,0.0,2962.0,6430000.0,28332000.0,1000.0,132541000.0,0.0,527272000.0,0.0,6430000.0,0.0,28332000.0,0.0,1000.0,0.0,132541000.0,Malicious
138.68.177.159--198.199.96.210--TCP--8080(http-alt)--50064,198.199.96.210,138.68.177.159,TCP,50064,8080(http-alt),3750366000.0,83.0,0.0,83.0,14951.0,180.13253,155.749085,66.0,398.0,0.0,14951.0,180.13253,180.13253,0.0,155.749085,0.0,66.0,0.0,398.0,45736000.0,61384000.0,5000.0,137208000.0,0.0,3750366000.0,0.0,45736000.0,0.0,61384000.0,0.0,5000.0,0.0,137208000.0,Malicious
198.199.96.210--138.68.177.159--TCP--38184--8080(http-alt),138.68.177.159,198.199.96.210,TCP,8080(http-alt),38184,533607000.0,83.0,0.0,83.0,193066.0,2326.096386,1129.907914,103.0,2962.0,0.0,193066.0,2326.096386,2326.096386,0.0,1129.907914,0.0,103.0,0.0,2962.0,6507000.0,28675000.0,2000.0,134285000.0,0.0,533607000.0,0.0,6507000.0,0.0,28675000.0,0.0,2000.0,0.0,134285000.0,Malicious
198.199.96.210--138.68.177.159--TCP--43296--8080(http-alt),138.68.177.159,198.199.96.210,TCP,8080(http-alt),43296,265212000.0,19.0,0.0,19.0,43566.0,2292.947368,1155.830504,66.0,2962.0,0.0,43566.0,2292.947368,2292.947368,0.0,1155.830504,0.0,66.0,0.0,2962.0,14734000.0,30604000.0,4000.0,133897000.0,0.0,265212000.0,0.0,14734000.0,0.0,30604000.0,0.0,4000.0,0.0,133897000.0,Malicious
198.199.96.210--138.68.177.159--TCP--37114--8080(http-alt),138.68.177.159,198.199.96.210,TCP,8080(http-alt),37114,839055000.0,83.0,0.0,83.0,195190.0,2351.686747,1075.57292,66.0,2962.0,0.0,195190.0,2351.686747,2351.686747,0.0,1075.57292,0.0,66.0,0.0,2962.0,10232000.0,33034000.0,1000.0,142799000.0,0.0,839055000.0,0.0,10232000.0,0.0,33034000.0,0.0,1000.0,0.0,142799000.0,Malicious
138.68.177.159--198.199.96.210--TCP--8080(http-alt)--50062,198.199.96.210,138.68.177.159,TCP,50062,8080(http-alt),4015137000.0,83.0,0.0,83.0,15263.0,183.891566,156.704927,66.0,398.0,0.0,15263.0,183.891566,183.891566,0.0,156.704927,0.0,66.0,0.0,398.0,48965000.0,62241000.0,3000.0,137081000.0,0.0,4015137000.0,0.0,48965000.0,0.0,62241000.0,0.0,3000.0,0.0,137081000.0,Malicious
138.68.177.159--198.199.96.210--TCP--8080(http-alt)--43126,198.199.96.210,138.68.177.159,TCP,43126,8080(http-alt),3587947000.0,83.0,0.0,83.0,14676.0,176.819277,155.322839,66.0,400.0,0.0,14676.0,176.819277,176.819277,0.0,155.322839,0.0,66.0,0.0,400.0,43755000.0,60655000.0,7000.0,133351000.0,0.0,3587947000.0,0.0,43755000.0,0.0,60655000.0,0.0,7000.0,0.0,133351000.0,Malicious
198.199.96.210--138.68.177.159--TCP--36876--8080(http-alt),138.68.177.159,198.199.96.210,TCP,8080(http-alt),36876,531092000.0,83.0,0.0,83.0,195182.0,2351.590361,1078.55842,378.0,2962.0,0.0,195182.0,2351.590361,2351.590361,0.0,1078.55842,0.0,378.0,0.0,2962.0,6476000.0,28530000.0,3000.0,135183000.0,0.0,531092000.0,0.0,6476000.0,0.0,28530000.0,0.0,3000.0,0.0,135183000.0,Malicious
138.68.177.159--198.199.96.210--TCP--8080(http-alt)--37022,198.199.96.210,138.68.177.159,TCP,37022,8080(http-alt),3599021000.0,83.0,0.0,83.0,14302.0,172.313253,153.118344,66.0,398.0,0.0,14302.0,172.313253,172.313253,0.0,153.118344,0.0,66.0,0.0,398.0,43890000.0,61114000.0,4000.0,143803000.0,0.0,3599021000.0,0.0,43890000.0,0.0,61114000.0,0.0,4000.0,0.0,143803000.0,Malicious
198.199.96.210--138.68.177.159--TCP--43052--8080(http-alt),138.68.177.159,198.199.96.210,TCP,8080(http-alt),43052,535361000.0,83.0,0.0,83.0,193066.0,2326.096386,1129.907914,103.0,2962.0,0.0,193066.0,2326.096386,2326.096386,0.0,1129.907914,0.0,103.0,0.0,2962.0,6528000.0,28759000.0,1000.0,135252000.0,0.0,535361000.0,0.0,6528000.0,0.0,28759000.0,0.0,1000.0,0.0,135252000.0,Malicious
138.68.177.159--198.199.96.210--TCP--8080(http-alt)--55618,198.199.96.210,138.68.177.159,TCP,55618,8080(http-alt),2975598000.0,83.0,0.0,83.0,11369.0,136.975904,134.649923,66.0,400.0,0.0,11369.0,136.975904,136.975904,0.0,134.649923,0.0,66.0,0.0,400.0,36287000.0,56424000.0,3000.0,133518000.0,0.0,2975598000.0,0.0,36287000.0,0.0,56424000.0,0.0,3000.0,0.0,133518000.0,Malicious
198.199.96.210--138.68.177.159--TCP--36874--8080(http-alt),138.68.177.159,198.199.96.210,TCP,8080(http-alt),36874,531286000.0,83.0,0.0,83.0,195182.0,2351.590361,1078.55842,378.0,2962.0,0.0,195182.0,2351.590361,2351.590361,0.0,1078.55842,0.0,378.0,0.0,2962.0,6479000.0,28548000.0,1000.0,133118000.0,0.0,531286000.0,0.0,6479000.0,0.0,28548000.0,0.0,1000.0,0.0,133118000.0,Malicious
198.199.96.210--138.68.177.159--TCP--50048--8080(http-alt),138.68.177.159,198.199.96.210,TCP,8080(http-alt),50048,537046000.0,83.0,0.0,83.0,193066.0,2326.096386,1129.907914,103.0,2962.0,0.0,193066.0,2326.096386,2326.096386,0.0,1129.907914,0.0,103.0,0.0,2962.0,6549000.0,28872000.0,2000.0,135606000.0,0.0,537046000.0,0.0,6549000.0,0.0,28872000.0,0.0,2000.0,0.0,135606000.0,Malicious
198.199.96.210--138.68.177.159--TCP--38324--8080(http-alt),138.68.177.159,198.199.96.210,TCP,8080(http-alt),38324,930064000.0,83.0,0.0,83.0,193386.0,2329.951807,1118.803512,66.0,2962.0,0.0,193386.0,2329.951807,2329.951807,0.0,1118.803512,0.0,66.0,0.0,2962.0,11342000.0,34704000.0,0.0,141096000.0,0.0,930064000.0,0.0,11342000.0,0.0,34704000.0,0.0,0.0,0.0,141096000.0,Malicious
138.68.177.159--198.199.96.210--TCP--8080(http-alt)--5287,198.199.96.210,138.68.177.159,TCP,5287,8080(http-alt),3738114000.0,83.0,0.0,83.0,14624.0,176.192771,154.446892,66.0,402.0,0.0,14624.0,176.192771,176.192771,0.0,154.446892,0.0,66.0,0.0,402.0,45586000.0,61697000.0,6000.0,135797000.0,0.0,3738114000.0,0.0,45586000.0,0.0,61697000.0,0.0,6000.0,0.0,135797000.0,Malicious
198.199.96.210--138.68.177.159--TCP--55366--8080(http-alt),138.68.177.159,198.199.96.210,TCP,8080(http-alt),55366,270819000.0,83.0,0.0,83.0,194054.0,2338.0,1107.520839,322.0,2962.0,0.0,194054.0,2338.0,2338.0,0.0,1107.520839,0.0,322.0,0.0,2962.0,3302000.0,20826000.0,4000.0,137603000.0,0.0,270819000.0,0.0,3302000.0,0.0,20826000.0,0.0,4000.0,0.0,137603000.0,Malicious
138.68.177.159--198.199.96.210--TCP--8080(http-alt)--55064,198.199.96.210,138.68.177.159,TCP,55064,8080(http-alt),4164449000.0,83.0,0.0,83.0,15590.0,187.831325,157.801295,66.0,404.0,0.0,15590.0,187.831325,187.831325,0.0,157.801295,0.0,66.0,0.0,404.0,50785000.0,62576000.0,6000.0,145912000.0,0.0,4164449000.0,0.0,50785000.0,0.0,62576000.0,0.0,6000.0,0.0,145912000.0,Malicious
138.68.177.159--198.199.96.210--TCP--8080(http-alt)--38724,198.199.96.210,138.68.177.159,TCP,38724,8080(http-alt),6448028000.0,50.0,0.0,50.0,17792.0,355.84,5.930801,349.0,373.0,0.0,17792.0,355.84,355.84,0.0,5.930801,0.0,349.0,0.0,373.0,131592000.0,3339000.0,129722000.0,148580000.0,0.0,6448028000.0,0.0,131592000.0,0.0,3339000.0,0.0,129722000.0,0.0,148580000.0,Malicious
198.199.96.210--138.68.177.159--TCP--43126--8080(http-alt),138.68.177.159,198.199.96.210,TCP,8080(http-alt),43126,536903000.0,83.0,0.0,83.0,193066.0,2326.096386,1129.907914,103.0,2962.0,0.0,193066.0,2326.096386,2326.096386,0.0,1129.907914,0.0,103.0,0.0,2962.0,6547000.0,28840000.0,4000.0,134846000.0,0.0,536903000.0,0.0,6547000.0,0.0,28840000.0,0.0,4000.0,0.0,134846000.0,Malicious
198.199.96.210--138.68.177.159--TCP--50020--8080(http-alt),138.68.177.159,198.199.96.210,TCP,8080(http-alt),50020,535884000.0,83.0,0.0,83.0,193066.0,2326.096386,1129.907914,103.0,2962.0,0.0,193066.0,2326.096386,2326.096386,0.0,1129.907914,0.0,103.0,0.0,2962.0,6535000.0,28796000.0,1000.0,135641000.0,0.0,535884000.0,0.0,6535000.0,0.0,28796000.0,0.0,1000.0,0.0,135641000.0,Malicious
138.68.177.159--198.199.96.210--TCP--8080(http-alt)--55634,198.199.96.210,138.68.177.159,TCP,55634,8080(http-alt),2413782000.0,83.0,0.0,83.0,10375.0,125.0,125.377502,66.0,397.0,0.0,10375.0,125.0,125.0,0.0,125.377502,0.0,66.0,0.0,397.0,29436000.0,52877000.0,3000.0,140246000.0,0.0,2413782000.0,0.0,29436000.0,0.0,52877000.0,0.0,3000.0,0.0,140246000.0,Malicious
138.68.177.159--198.199.96.210--TCP--8080(http-alt)--40264,198.199.96.210,138.68.177.159,TCP,40264,8080(http-alt),4262974000.0,83.0,0.0,83.0,15959.0,192.277108,159.449906,66.0,412.0,0.0,15959.0,192.277108,192.277108,0.0,159.449906,0.0,66.0,0.0,412.0,51987000.0,63331000.0,4000.0,140604000.0,0.0,4262974000.0,0.0,51987000.0,0.0,63331000.0,0.0,4000.0,0.0,140604000.0,Malicious
198.199.96.210--138.68.177.159--TCP--58918--8080(http-alt),138.68.177.159,198.199.96.210,TCP,8080(http-alt),58918,938974000.0,83.0,0.0,83.0,193386.0,2329.951807,1118.803512,66.0,2962.0,0.0,193386.0,2329.951807,2329.951807,0.0,1118.803512,0.0,66.0,0.0,2962.0,11450000.0,34975000.0,1000.0,150932000.0,0.0,938974000.0,0.0,11450000.0,0.0,34975000.0,0.0,1000.0,0.0,150932000.0,Malicious
198.199.96.210--138.68.177.159--TCP--38212--8080(http-alt),138.68.177.159,198.199.96.210,TCP,8080(http-alt),38212,535150000.0,83.0,0.0,83.0,193066.0,2326.096386,1129.907914,103.0,2962.0,0.0,193066.0,2326.096386,2326.096386,0.0,1129.907914,0.0,103.0,0.0,2962.0,6526000.0,28756000.0,2000.0,135005000.0,0.0,535150000.0,0.0,6526000.0,0.0,28756000.0,0.0,2000.0,0.0,135005000.0,Malicious
198.199.96.210--138.68.177.159--TCP--50270--8080(http-alt),138.68.177.159,198.199.96.210,TCP,8080(http-alt),50270,938264000.0,83.0,0.0,83.0,193074.0,2326.192771,1125.857408,66.0,2962.0,0.0,193074.0,2326.192771,2326.192771,0.0,1125.857408,0.0,66.0,0.0,2962.0,11442000.0,34995000.0,2000.0,141639000.0,0.0,938264000.0,0.0,11442000.0,0.0,34995000.0,0.0,2000.0,0.0,141639000.0,Malicious
198.199.96.210--138.68.177.159--TCP--37022--8080(http-alt),138.68.177.159,198.199.96.210,TCP,8080(http-alt),37022,525248000.0,83.0,0.0,83.0,195182.0,2351.590361,1078.55842,378.0,2962.0,0.0,195182.0,2351.590361,2351.590361,0.0,1078.55842,0.0,378.0,0.0,2962.0,6405000.0,28232000.0,4000.0,131292000.0,0.0,525248000.0,0.0,6405000.0,0.0,28232000.0,0.0,4000.0,0.0,131292000.0,Malicious
138.68.177.159--198.199.96.210--TCP--8080(http-alt)--36866,198.199.96.210,138.68.177.159,TCP,36866,8080(http-alt),4017939000.0,83.0,0.0,83.0,15600.0,187.951807,157.958123,66.0,401.0,0.0,15600.0,187.951807,187.951807,0.0,157.958123,0.0,66.0,0.0,401.0,48999000.0,62322000.0,6000.0,135566000.0,0.0,4017939000.0,0.0,48999000.0,0.0,62322000.0,0.0,6000.0,0.0,135566000.0,Malicious
198.199.96.210--138.68.177.159--TCP--40430--8080(http-alt),138.68.177.159,198.199.96.210,TCP,8080(http-alt),40430,921552000.0,83.0,0.0,83.0,193074.0,2326.192771,1125.857408,66.0,2962.0,0.0,193074.0,2326.192771,2326.192771,0.0,1125.857408,0.0,66.0,0.0,2962.0,11238000.0,34104000.0,5000.0,133552000.0,0.0,921552000.0,0.0,11238000.0,0.0,34104000.0,0.0,5000.0,0.0,133552000.0,Malicious
138.68.177.159--198.199.96.210--TCP--8080(http-alt)--58664,198.199.96.210,138.68.177.159,TCP,58664,8080(http-alt),3999439000.0,79.0,0.0,79.0,15004.0,189.924051,158.384708,66.0,400.0,0.0,15004.0,189.924051,189.924051,0.0,158.384708,0.0,66.0,0.0,400.0,51274000.0,62849000.0,12000.0,133803000.0,0.0,3999439000.0,0.0,51274000.0,0.0,62849000.0,0.0,12000.0,0.0,133803000.0,Malicious
138.68.177.159--198.199.96.210--TCP--8080(http-alt)--36874,198.199.96.210,138.68.177.159,TCP,36874,8080(http-alt),4544448000.0,83.0,0.0,83.0,16610.0,200.120482,161.025883,66.0,402.0,0.0,16610.0,200.120482,200.120482,0.0,161.025883,0.0,66.0,0.0,402.0,55420000.0,63950000.0,96000.0,139431000.0,0.0,4544448000.0,0.0,55420000.0,0.0,63950000.0,0.0,96000.0,0.0,139431000.0,Malicious
198.199.96.210--138.68.177.159--TCP--58648--8080(http-alt),138.68.177.159,198.199.96.210,TCP,8080(http-alt),58648,545243000.0,83.0,0.0,83.0,193066.0,2326.096386,1129.907914,103.0,2962.0,0.0,193066.0,2326.096386,2326.096386,0.0,1129.907914,0.0,103.0,0.0,2962.0,6649000.0,29286000.0,1000.0,138353000.0,0.0,545243000.0,0.0,6649000.0,0.0,29286000.0,0.0,1000.0,0.0,138353000.0,Malicious
198.199.96.210--138.68.177.159--TCP--55610--8080(http-alt),138.68.177.159,198.199.96.210,TCP,8080(http-alt),55610,661077000.0,83.0,0.0,83.0,203062.0,2446.53012,1026.690136,66.0,2962.0,0.0,203062.0,2446.53012,2446.53012,0.0,1026.690136,0.0,66.0,0.0,2962.0,8061000.0,28358000.0,3000.0,134268000.0,0.0,661077000.0,0.0,8061000.0,0.0,28358000.0,0.0,3000.0,0.0,134268000.0,Malicious
138.68.177.159--198.199.96.210--TCP--8080(http-alt)--43104,198.199.96.210,138.68.177.159,TCP,43104,8080(http-alt),4134422000.0,83.0,0.0,83.0,15674.0,188.843373,159.107562,66.0,400.0,0.0,15674.0,188.843373,188.843373,0.0,159.107562,0.0,66.0,0.0,400.0,50419000.0,62851000.0,4000.0,134412000.0,0.0,4134422000.0,0.0,50419000.0,0.0,62851000.0,0.0,4000.0,0.0,134412000.0,Malicious
198.199.96.210--138.68.177.159--TCP--55088--8080(http-alt),138.68.177.159,198.199.96.210,TCP,8080(http-alt),55088,537500000.0,83.0,0.0,83.0,193066.0,2326.096386,1129.907914,103.0,2962.0,0.0,193066.0,2326.096386,2326.096386,0.0,1129.907914,0.0,103.0,0.0,2962.0,6554000.0,28876000.0,1000.0,135857000.0,0.0,537500000.0,0.0,6554000.0,0.0,28876000.0,0.0,1000.0,0.0,135857000.0,Malicious
198.199.96.210--138.68.177.159--TCP--58650--8080(http-alt),138.68.177.159,198.199.96.210,TCP,8080(http-alt),58650,548230000.0,83.0,0.0,83.0,193066.0,2326.096386,1129.907914,103.0,2962.0,0.0,193066.0,2326.096386,2326.096386,0.0,1129.907914,0.0,103.0,0.0,2962.0,6685000.0,29489000.0,2000.0,147083000.0,0.0,548230000.0,0.0,6685000.0,0.0,29489000.0,0.0,2000.0,0.0,147083000.0,Malicious
198.199.96.210--138.68.177.159--TCP--40460--8080(http-alt),138.68.177.159,198.199.96.210,TCP,8080(http-alt),40460,792851000.0,83.0,0.0,83.0,193661.0,2333.26506,1112.593617,66.0,2962.0,0.0,193661.0,2333.26506,2333.26506,0.0,1112.593617,0.0,66.0,0.0,2962.0,9668000.0,31694000.0,1000.0,138981000.0,0.0,792851000.0,0.0,9668000.0,0.0,31694000.0,0.0,1000.0,0.0,138981000.0,Malicious
